Keyword,3 keywords,Common flags,changing flags
Paint,"paint, loosepack, water","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
Paint,"paint, loosepack, oil","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, intercompany_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, loosepack, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, solvent, based","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, specialpricing_flag, rush_flag, urgent_flag, isRecertified"
Paint,"paint, solvent, debris","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, solvent, cans","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
Paint,"paint, solvent, thinner","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, solid_flag, sludges_flag, flash_point_flag, boiling_point_flag, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
Paint,"paint, solvent, oil","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
Paint,"paint, solvent, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag"
Paint,"paint, solvent, uw","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, specialpricing_flag, rush_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, solvent, contaminated","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, intercompany_flag, urgent_flag"
Paint,"paint, based, latex","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'monolith_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, lab_pack_flag, solid_flag, sludges_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag"
Paint,"paint, based, debris","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
Paint,"paint, based, cans","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'urgent_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, mgp_flag, isRecertified"
Paint,"paint, based, water","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, lab_pack_flag, solid_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, based, oil","{'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","pcbs_flag, halogens_flag, no_reactivity_flag, sludges_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, based, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, based, bulk","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, latex, cans","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'monolith_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, lab_pack_flag, solid_flag, sludges_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, latex, water","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, lab_pack_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, urgent_flag, isRecertified"
Paint,"paint, latex, bulk","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, debris, chips","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag"
Paint,"paint, debris, lead","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag"
Paint,"paint, debris, filters","{'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","pcbs_flag, halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, isRecertified"
Paint,"paint, debris, solids","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, debris, contaminated","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, sludges_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, intercompany_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, cans, material","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, intercompany_flag, urgent_flag, mgp_flag, naics_flag, isRecertified"
Paint,"paint, cans, oil","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'urgent_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, mgp_flag, isRecertified"
